keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,prestij_katmani,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,2025-06,2025-05,2025-04,2025-03,2025-02,2025-01,2024-12,2024-11,2024-10,2024-09,2024-08,2024-07,2024-06,2024-05,2024-04,2024-03,2024-02,2024-01,kurum_sorgusu,oyuncu_dogrulama,faset_notu,mantik_denetim,katman
filenin sultanları fikstür,Kadın Voleybol Milli Takımı,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,480,LOW,2,0.21,0.01,0.25,evet,1900,1300,90,90,70,140,140,110,170,170,1300,880,1000,1600,170,90,90,170,140,90,110,110,70,1300,1600,8100,3600,90,110,110,90,hayır,,,Geçerli,Ana Liste
filenin sultanları maç sonuçları,Kadın Voleybol Milli Takımı,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Maç/Skor,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,mac,1900,LOW,0,0.26,0.02,0.27,evet,9900,8100,260,10,20,10,10,40,90,50,4400,1300,5400,4400,210,10,10,10,10,10,10,10,30,8100,2900,9900,5400,10,10,20,20,hayır,,,Geçerli,Ana Liste
filenin sultanları canlı izle,Kadın Voleybol Milli Takımı,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,720,LOW,3,0.26,0.09,0.27,evet,5400,1900,210,10,10,10,10,10,0,10,720,210,590,1600,260,10,10,10,10,10,10,10,20,6600,1300,1000,720,10,10,10,10,hayır,,,Geçerli,Ana Liste
filenin sultanları hangi kanalda,Kadın Voleybol Milli Takımı,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,kan,1600,LOW,4,0.28,0.07,0.38,evet,6600,4400,480,10,20,10,10,10,50,10,6600,1000,2900,9900,480,10,10,10,10,10,10,10,10,6600,1300,4400,6600,20,10,10,10,hayır,,,Geçerli,Ana Liste
filenin sultanları kadro,Kadın Voleybol Milli Takımı,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Kadro,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,kad,4400,LOW,0,0.15,0.11,0.15,evet,18100,12100,1900,1000,1300,1300,1000,880,1000,1000,12100,3600,8100,14800,3600,2900,1300,1300,1000,1000,1300,1600,1600,14800,8100,8100,9900,2900,2400,2400,2400,hayır,,,Geçerli,Ana Liste
kadın voleybol milli takım,Kadın Voleybol Milli Takımı,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,jen,3600,LOW,1,0.1,0.01,0.2,evet,22200,5400,880,480,390,210,260,210,590,480,12100,2400,8100,27100,880,480,320,320,260,260,320,320,260,6600,2400,4400,4400,590,480,320,320,hayır,,,Geçerli,Ana Liste
kadın voleybol milli takım fikstür,Kadın Voleybol Milli Takımı,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,fik,50,LOW,2,0.01,,,evet,210,140,10,10,10,10,10,10,10,10,110,70,90,170,20,10,10,10,10,10,10,10,10,20,20,140,140,20,10,10,10,hayır,,,Geçerli,Ana Liste
kadın voleybol milli takım maç sonuçları,Kadın Voleybol Milli Takımı,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Maç/Skor,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,mac,30,LOW,0,,,,evet,110,110,10,10,10,0,10,0,10,10,90,70,90,260,10,0,0,10,0,0,0,10,10,10,10,110,90,10,10,10,0,hayır,,,Geçerli,Ana Liste
kadın voleybol milli takım canlı izle,Kadın Voleybol Milli Takımı,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,izle,20,LOW,3,0.46,,,evet,70,30,10,10,10,0,10,10,10,10,50,10,10,40,10,10,0,10,0,0,0,0,0,10,10,20,10,0,0,0,0,hayır,,,Geçerli,Ana Liste
kadın voleybol milli takım hangi kanalda,Kadın Voleybol Milli Takımı,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,kan,10,LOW,8,,,,evet,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hayır,,,Geçerli,Ana Liste
kadın voleybol milli takım kadro,Kadın Voleybol Milli Takımı,Voleybol,Milli,Milli,Global Elit,Kadın,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Kadro,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,kad,20,LOW,1,0.08,,,evet,70,30,10,10,0,10,10,10,10,10,40,10,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hayır,,,Geçerli,Ana Liste
filenin efeleri,Erkek Voleybol Milli Takımı,Voleybol,Milli,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,18100,LOW,0,,0.22,0.97,evet,60500,33100,1000,590,480,390,390,480,1300,1600,110000,8100,9900,18100,1600,720,590,480,480,590,590,590,880,6600,1900,14800,14800,720,880,880,1000,hayır,,,Geçerli,Ana Liste
filenin efeleri fikstür,Erkek Voleybol Milli Takımı,Voleybol,Milli,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,140,LOW,0,,,,evet,480,590,20,30,20,30,20,10,10,10,320,30,70,90,10,10,10,10,10,10,20,10,10,30,10,210,110,10,10,10,20,hayır,,,Geçerli,Ana Liste
filenin efeleri canlı izle,Erkek Voleybol Milli Takımı,Voleybol,Milli,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,70,LOW,3,0.28,0.06,0.43,evet,590,260,10,0,0,0,0,0,0,0,70,10,10,20,10,10,0,0,0,0,0,0,0,10,0,10,20,0,0,0,0,hayır,,,Geçerli,Ana Liste
filenin efeleri hangi kanalda,Erkek Voleybol Milli Takımı,Voleybol,Milli,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,İngilizce,Body,kan,140,LOW,2,,,,evet,480,720,20,0,10,0,0,0,10,0,320,20,50,90,20,10,0,0,10,0,0,10,0,20,10,90,210,0,0,0,0,hayır,,,Geçerli,Ana Liste
filenin efeleri kadro,Erkek Voleybol Milli Takımı,Voleybol,Milli,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Kadro,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,kad,590,LOW,0,,,,evet,1600,1600,110,90,90,70,70,90,210,210,2400,590,720,1000,210,110,90,90,140,110,90,110,140,880,480,1600,3600,170,140,170,170,hayır,,,Geçerli,Ana Liste
erkek voleybol milli takım,Erkek Voleybol Milli Takımı,Voleybol,Milli,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,jen,3600,LOW,0,,,,evet,8100,2400,170,170,110,90,70,90,170,210,33100,720,1000,1600,260,210,170,140,110,110,110,110,140,720,260,1600,1600,140,140,170,210,hayır,,,Geçerli,Ana Liste
erkek voleybol milli takım fikstür,Erkek Voleybol Milli Takımı,Voleybol,Milli,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,fik,30,LOW,2,,,,evet,70,50,10,10,0,10,0,0,10,0,260,10,10,20,10,10,10,0,10,0,10,0,10,10,10,40,30,0,10,0,10,hayır,,,Geçerli,Ana Liste
erkek voleybol milli takım canlı izle,Erkek Voleybol Milli Takımı,Voleybol,Milli,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,izle,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
erkek voleybol milli takım hangi kanalda,Erkek Voleybol Milli Takımı,Voleybol,Milli,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,kan,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
erkek voleybol milli takım kadro,Erkek Voleybol Milli Takımı,Voleybol,Milli,Milli,Üst,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Var,Sürekli,Turnuva,Kadro,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,kad,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
cev şampiyonlar ligi,CEV Şampiyonlar Ligi,Voleybol,Kıta Turnuvası,Kıta Üstü,Orta,Karma,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,Yıllık,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,jen,12100,LOW,0,,0.04,20,evet,2400,1300,33100,18100,33100,18100,18100,9900,9900,1600,1000,1000,1000,1000,22200,8100,27100,6600,12100,6600,14800,1900,720,1600,720,1300,6600,2900,18100,22200,9900,hayır,,,Geçerli,Ana Liste
cev şampiyonlar ligi fikstür,CEV Şampiyonlar Ligi,Voleybol,Kıta Turnuvası,Kıta Üstü,Orta,Karma,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,Yıllık,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,720,LOW,0,,,,evet,50,10,260,320,1900,2400,2400,590,480,70,20,10,30,40,210,320,1300,480,880,480,590,70,10,10,10,20,50,30,480,590,480,hayır,,,Geçerli,Ana Liste
cev şampiyonlar ligi canlı izle,CEV Şampiyonlar Ligi,Voleybol,Kıta Turnuvası,Kıta Üstü,Orta,Karma,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,Yıllık,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,izle,40,LOW,2,0.48,,,evet,110,10,40,20,210,50,30,10,10,10,10,10,10,10,260,10,720,30,260,170,390,10,10,10,10,10,480,10,50,110,110,hayır,,,Geçerli,Ana Liste
voleybol milletler ligi,FIVB Milletler Ligi,Voleybol,Dünya Turnuvası,Milli,Üst,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,Doğrulanacak,Yıllık,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,jen,12100,LOW,2,0.16,0.01,20,evet,60500,60500,2400,1000,480,480,480,140,170,170,5400,3600,60500,90500,3600,2400,320,480,260,260,320,320,140,2900,2900,90500,110000,1600,880,880,320,hayır,,,Geçerli,Ana Liste
voleybol milletler ligi puan durumu,FIVB Milletler Ligi,Voleybol,Dünya Turnuvası,Milli,Üst,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,Doğrulanacak,Yıllık,Turnuva,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Long-tail,pd,880,LOW,0,0.7,,,evet,6600,4400,10,10,10,10,20,10,10,10,390,320,9900,22200,40,30,140,50,90,70,90,90,50,320,720,22200,14800,110,40,140,30,hayır,,,Geçerli,Ana Liste
voleybol milletler ligi fikstür,FIVB Milletler Ligi,Voleybol,Dünya Turnuvası,Milli,Üst,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,Doğrulanacak,Yıllık,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,170,LOW,2,0.08,0.01,0.28,evet,880,720,50,10,10,10,10,10,10,10,140,140,1600,1600,70,10,10,10,10,10,20,20,10,30,40,1900,1900,30,20,10,10,hayır,,,Geçerli,Ana Liste
voleybol milletler ligi canlı izle,FIVB Milletler Ligi,Voleybol,Dünya Turnuvası,Milli,Üst,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,Doğrulanacak,Yıllık,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,izle,20,LOW,3,,,,evet,110,110,10,0,10,0,0,0,10,0,10,10,140,110,10,10,10,0,10,0,0,10,0,10,10,210,1000,0,0,10,0,hayır,,,Geçerli,Ana Liste
vnl,FIVB Milletler Ligi,Voleybol,Dünya Turnuvası,Milli,Üst,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,Doğrulanacak,Yıllık,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,49500,LOW,2,0.43,0.18,20,evet,368000,201000,6600,2400,1000,1300,1000,720,880,880,8100,8100,201000,201000,8100,1600,720,880,720,880,590,720,480,4400,4400,201000,135000,2900,1300,1300,880,hayır,,,Geçerli,Ana Liste
vnl puan durumu,FIVB Milletler Ligi,Voleybol,Dünya Turnuvası,Milli,Üst,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,Doğrulanacak,Yıllık,Turnuva,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,pd,8100,LOW,0,0.56,0.19,5.33,evet,49500,49500,90,40,10,30,40,30,50,40,880,1000,60500,60500,40,30,50,40,30,40,40,40,170,880,1000,60500,33100,20,20,10,10,hayır,,,Geçerli,Ana Liste
vnl fikstür,FIVB Milletler Ligi,Voleybol,Dünya Turnuvası,Milli,Üst,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,Doğrulanacak,Yıllık,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,fik,1300,LOW,2,0.27,0.04,20,evet,9900,5400,260,70,10,30,20,10,10,10,170,260,22200,14800,390,40,20,40,20,10,10,30,50,260,390,33100,14800,110,40,40,20,hayır,,,Geçerli,Ana Liste
vnl canlı izle,FIVB Milletler Ligi,Voleybol,Dünya Turnuvası,Milli,Üst,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,Doğrulanacak,Yıllık,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,320,LOW,6,0.31,0.13,0.45,evet,2400,1600,10,10,10,0,0,10,10,10,10,10,590,590,10,0,10,10,10,10,10,10,10,10,10,720,480,10,0,10,0,hayır,,,Geçerli,Ana Liste
voleybol dünya şampiyonası,Voleybol Dünya Şampiyonası,Voleybol,Dünya Turnuvası,Milli,Üst,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,Doğrulanacak,4 Yılda Bir,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,jen,33100,LOW,1,0.28,0.12,20,evet,5400,720,480,590,590,390,480,390,390,720,301000,110000,12100,2900,590,390,260,140,210,390,260,210,210,1600,480,1300,720,260,260,320,390,hayır,,,Geçerli,Ana Liste
voleybol dünya şampiyonası fikstür,Voleybol Dünya Şampiyonası,Voleybol,Dünya Turnuvası,Milli,Üst,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,Doğrulanacak,4 Yılda Bir,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,720,LOW,3,,,,evet,10,10,10,10,10,10,0,10,30,30,5400,3600,50,10,10,10,10,0,10,10,10,0,10,10,10,30,20,10,10,10,0,hayır,,,Geçerli,Ana Liste
voleybol dünya şampiyonası canlı izle,Voleybol Dünya Şampiyonası,Voleybol,Dünya Turnuvası,Milli,Üst,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Takımı Var,Doğrulanacak,4 Yılda Bir,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,izle,140,LOW,0,,,,evet,10,0,0,10,0,10,0,10,10,10,1600,260,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,hayır,,,Geçerli,Ana Liste
voleybol avrupa şampiyonası,Voleybol Avrupa Şampiyonası,Voleybol,Kıta Turnuvası,Milli,Orta,Karma,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,2 Yılda Bir,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,jen,1600,LOW,6,0.13,0.02,0.28,evet,9900,1600,590,590,480,320,390,170,480,1000,2900,1000,590,880,320,260,170,40,70,170,260,170,140,1900,1000,1600,1000,480,480,320,210,hayır,,,Geçerli,Ana Liste
voleybol avrupa şampiyonası fikstür,Voleybol Avrupa Şampiyonası,Voleybol,Kıta Turnuvası,Milli,Orta,Karma,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,2 Yılda Bir,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,20,LOW,4,0.02,,,evet,110,20,10,10,10,10,10,10,0,10,20,30,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,hayır,,,Geçerli,Ana Liste
voleybol avrupa şampiyonası canlı izle,Voleybol Avrupa Şampiyonası,Voleybol,Kıta Turnuvası,Milli,Orta,Karma,Milli Takım,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,Doğrulanacak,2 Yılda Bir,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,izle,10,,,,,,evet,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,hayır,,,Geçerli,Ana Liste
ufc,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,Kıta Üstü,Global Elit,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,TV+ Var,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,301000,LOW,4,0.42,0.13,0.82,evet,450000,450000,301000,201000,301000,135000,201000,201000,368000,301000,201000,301000,301000,301000,135000,165000,201000,246000,165000,110000,135000,135000,74000,90500,74000,110000,49500,60500,60500,40500,40500,hayır,,,Geçerli,Ana Liste
ufc fikstür,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,Kıta Üstü,Global Elit,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,TV+ Var,Sürekli,Tek Etkinlik,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,fik,880,LOW,9,0.22,0.12,0.44,evet,1300,1000,880,720,880,590,720,720,1300,1300,880,1300,1600,1300,590,720,1300,1600,1000,880,1300,880,260,390,320,590,390,590,320,210,260,hayır,,,Geçerli,Ana Liste
ufc canlı izle,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,Kıta Üstü,Global Elit,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,TV+ Var,Sürekli,Tek Etkinlik,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,4400,LOW,8,0.3,0.1,0.46,evet,9900,12100,4400,390,2400,210,2400,1900,8100,4400,720,9900,8100,9900,320,480,5400,9900,1300,590,1000,6600,260,390,320,2900,320,1000,2400,260,260,hayır,,,Geçerli,Ana Liste
ufc hangi kanalda,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,Kıta Üstü,Global Elit,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,TV+ Var,Sürekli,Tek Etkinlik,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,İngilizce,Body,kan,1900,LOW,17,0.25,0.08,0.34,evet,2400,1600,2400,480,1900,260,1300,880,2900,1900,590,4400,2400,2900,390,590,2900,3600,2400,880,1900,3600,480,480,320,1300,590,1000,1000,390,480,hayır,,,Geçerli,Ana Liste
ufc takvim,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,Kıta Üstü,Global Elit,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,TV+ Var,Sürekli,Tek Etkinlik,Takvim/Saat,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,tak,1900,LOW,9,0.63,0.1,0.62,evet,2400,2400,1900,1300,1900,1000,1600,1600,2900,2400,1600,2400,2400,1900,1000,1000,1600,1900,1600,1000,1600,1000,390,480,390,720,480,590,480,260,260,hayır,,,Geçerli,Ana Liste
ufc sıralama,UFC,Dövüş Sporları,Bireysel Sıralama Serisi,Kıta Üstü,Global Elit,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,TV+ Var,Sürekli,Tek Etkinlik,İstatistik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,sir,1600,LOW,2,0.26,0.16,0.41,evet,1000,1900,1600,720,1000,1000,1000,1000,2900,1300,880,2900,2400,1900,1000,1300,2400,2400,2400,1300,2900,1600,390,590,590,1000,480,1300,880,480,590,hayır,,,Geçerli,Ana Liste
boks,Boks,Dövüş Sporları,Bireysel Sıralama Serisi,Kıta Üstü,Üst,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,22200,LOW,18,0.17,0.07,0.35,evet,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,22200,18100,18100,18100,18100,18100,27100,33100,49500,33100,27100,40500,27100,33100,27100,27100,27100,27100,27100,hayır,,,Geçerli,Ana Liste
boks canlı izle,Boks,Dövüş Sporları,Bireysel Sıralama Serisi,Kıta Üstü,Üst,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,Sürekli,Tek Etkinlik,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,40,LOW,7,,,,evet,10,10,40,30,10,10,50,30,10,10,260,30,40,20,10,20,10,40,10,40,390,70,20,70,20,10,90,10,70,10,10,hayır,,,Geçerli,Ana Liste
boks hangi kanalda,Boks,Dövüş Sporları,Bireysel Sıralama Serisi,Kıta Üstü,Üst,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,Sürekli,Tek Etkinlik,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,İngilizce,Body,kan,30,LOW,2,,,,evet,10,20,40,30,10,10,30,50,20,20,40,20,50,20,10,10,20,30,30,40,320,40,20,170,20,40,50,40,30,30,40,hayır,,,Geçerli,Ana Liste
boks takvim,Boks,Dövüş Sporları,Bireysel Sıralama Serisi,Kıta Üstü,Üst,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,Sürekli,Tek Etkinlik,Takvim/Saat,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,tak,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
boks maçı,Boks,Dövüş Sporları,Bireysel Sıralama Serisi,Kıta Üstü,Üst,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,Sürekli,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,jen,2400,LOW,3,0.2,0.08,0.3,evet,2400,1900,2400,1900,1300,1600,2400,5400,2400,1900,3600,2900,3600,2900,1600,1900,2400,2900,1900,3600,60500,2900,1900,4400,2400,1900,4400,2400,3600,2400,2400,hayır,,,Geçerli,Ana Liste
boks maçı canlı izle,Boks,Dövüş Sporları,Bireysel Sıralama Serisi,Kıta Üstü,Üst,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,Sürekli,Tek Etkinlik,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,170,LOW,5,,,,evet,70,50,70,70,30,70,480,590,110,70,140,140,390,140,70,90,170,140,50,170,6600,140,40,170,90,70,260,40,260,50,90,hayır,,,Geçerli,Ana Liste
boks maçı hangi kanalda,Boks,Dövüş Sporları,Bireysel Sıralama Serisi,Kıta Üstü,Üst,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,Sürekli,Tek Etkinlik,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,kan,480,LOW,7,0.22,0.07,0.2,evet,390,390,590,480,170,210,720,880,480,260,1000,480,1300,590,140,140,320,590,320,590,22200,590,480,1300,390,320,1000,590,880,480,590,hayır,,,Geçerli,Ana Liste
boks maçı takvim,Boks,Dövüş Sporları,Bireysel Sıralama Serisi,Kıta Üstü,Üst,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,Sürekli,Tek Etkinlik,Takvim/Saat,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,tak,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
