keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,prestij_katmani,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,kurum_sorgusu
liverpool chelsea hangi kanalda,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Maç,Jenerik,İngilizce,Body,h2h_kanal,140,,,,,,evet,,0,1300,10,10,10,10,10,10,320,30,0,0,hayır
liverpool chelsea saat kaçta,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_saat,,,,,,,hayir,,,,,,,,,,,,,,hayır
liverpool chelsea istatistikleri,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Maç,Jenerik,İngilizce,Body,h2h_ist,1600,LOW,0,,,,evet,,20,18100,70,50,30,20,10,10,210,30,30,40,hayır
liverpool tottenham,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,İngilizce,Head,h2h,90500,LOW,0,,,,evet,,590,1600,4400,1000000,201000,1900,5400,880,1000,1900,1900,6600,hayır
liverpool tottenham maçı,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_mac,720,LOW,0,,,,evet,,10,30,70,4400,2900,40,140,20,20,50,30,110,hayır
liverpool tottenham canlı izle,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Body,h2h_izle,90,,,,,,evet,,10,10,10,1000,40,10,70,0,10,10,10,10,hayır
liverpool tottenham hangi kanalda,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Maç,Jenerik,İngilizce,Body,h2h_kanal,390,LOW,0,,,,evet,,0,10,10,4400,140,10,140,10,10,10,10,10,hayır
liverpool tottenham saat kaçta,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_saat,10,,,,,,evet,,0,0,0,70,20,0,10,0,0,0,0,0,hayır
liverpool tottenham istatistikleri,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Maç,Jenerik,İngilizce,Body,h2h_ist,3600,LOW,2,,,,evet,,10,50,210,49500,1000,40,170,10,20,30,40,30,hayır
arsenal chelsea,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,İngilizce,Head,h2h,60500,LOW,2,0.66,0.08,0.55,evet,,1000,3600,5400,368000,301000,14800,3600,18100,880,720,1000,1300,hayır
arsenal chelsea maçı,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_mac,2400,LOW,5,1.25,0.04,0.21,evet,,140,320,390,8100,18100,1300,320,880,260,90,90,210,hayır
arsenal chelsea canlı izle,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Body,h2h_izle,210,LOW,14,,,,evet,,10,10,50,480,1600,320,10,320,10,10,10,10,hayır
arsenal chelsea hangi kanalda,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Maç,Jenerik,İngilizce,Body,h2h_kanal,720,LOW,5,,,,evet,,0,10,20,2400,5400,1600,10,720,10,10,10,10,hayır
arsenal chelsea saat kaçta,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_saat,10,,,,,,evet,,0,0,0,10,10,0,0,10,0,0,0,0,hayır
arsenal chelsea istatistikleri,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Maç,Jenerik,İngilizce,Body,h2h_ist,3600,LOW,0,,,,evet,,10,90,170,18100,22200,480,50,480,20,10,10,30,hayır
arsenal tottenham,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,İngilizce,Head,h2h,22200,LOW,1,,0.13,0.45,evet,,390,1600,1000,1900,12100,1900,4400,246000,1300,1300,18100,110000,hayır
arsenal tottenham maçı,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_mac,170,LOW,2,,,,evet,,20,70,30,110,720,70,110,590,40,40,260,1600,hayır
arsenal tottenham canlı izle,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Body,h2h_izle,30,,,,,,evet,,0,10,0,10,50,10,10,260,10,0,10,110,hayır
arsenal tottenham hangi kanalda,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Maç,Jenerik,İngilizce,Body,h2h_kanal,140,,,,,,evet,,0,10,10,10,320,10,10,1300,0,10,20,1600,hayır
arsenal tottenham saat kaçta,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_saat,,,,,,,hayir,,,,,,,,,,,,,,hayır
arsenal tottenham istatistikleri,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Maç,Jenerik,İngilizce,Body,h2h_ist,1300,,,,,,evet,,10,10,30,30,390,50,320,14800,90,70,390,6600,hayır
chelsea tottenham,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,İngilizce,Head,h2h,33100,LOW,3,0.25,0.2,0.45,evet,,1900,368000,1900,720,720,390,390,2400,1000,1000,1000,1000,hayır
chelsea tottenham maçı,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_mac,210,LOW,1,,,,evet,,20,2400,20,20,40,20,20,110,50,50,50,70,hayır
chelsea tottenham canlı izle,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Body,h2h_izle,20,,,,,,evet,,0,110,10,0,10,10,10,70,10,10,10,10,hayır
chelsea tottenham hangi kanalda,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Maç,Jenerik,İngilizce,Body,h2h_kanal,50,LOW,5,,,,evet,,10,480,10,10,10,0,0,70,10,10,10,10,hayır
chelsea tottenham saat kaçta,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Body,h2h_saat,,,,,,,hayir,,,,,,,,,,,,,,hayır
chelsea tottenham istatistikleri,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Maç,Jenerik,İngilizce,Body,h2h_ist,1300,LOW,1,,,,evet,,20,14800,30,30,10,10,10,110,40,10,10,10,hayır
bayern münih borussia dortmund,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h,18100,LOW,1,,0.09,0.27,evet,,720,1300,880,1000,3600,1600,1000,2900,201000,1000,880,1000,hayır
bayern münih borussia dortmund maçı,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_mac,40,LOW,0,,,,evet,,10,10,10,30,90,10,10,10,390,10,10,20,hayır
bayern münih borussia dortmund canlı izle,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_izle,10,,,,,,evet,,0,0,0,10,10,0,0,0,30,0,0,10,hayır
bayern münih borussia dortmund hangi kanalda,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_kanal,90,LOW,0,,,,evet,,10,10,0,10,70,10,0,10,880,0,0,0,hayır
bayern münih borussia dortmund saat kaçta,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_saat,,,,,,,hayir,,,,,,,,,,,,,,hayır
bayern münih borussia dortmund istatistikleri,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_ist,1000,LOW,0,,,,evet,,10,10,20,20,260,50,40,320,12100,90,70,40,hayır
bayern münih bayer leverkusen,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h,70,LOW,1,,,,evet,,30,40,170,170,10,10,20,260,70,20,20,30,hayır
bayern münih bayer leverkusen maçı,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_mac,70,LOW,29,0.13,,,evet,,10,10,40,30,10,10,10,720,10,10,10,10,hayır
bayern münih bayer leverkusen canlı izle,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_izle,10,,,,,,evet,,0,0,10,10,0,0,0,10,0,10,0,0,hayır
bayern münih bayer leverkusen hangi kanalda,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_kanal,10,,,,,,evet,,0,0,10,10,0,0,0,10,0,0,0,0,hayır
bayern münih bayer leverkusen saat kaçta,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_saat,,,,,,,hayir,,,,,,,,,,,,,,hayır
bayern münih bayer leverkusen istatistikleri,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_ist,,,,,,,hayir,,,,,,,,,,,,,,hayır
bayern münih rb leipzig,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h,27100,LOW,2,0.52,0.07,0.38,evet,,210,1300,1000,1600,110000,2400,1000,1000,1600,5400,201000,880,hayır
bayern münih rb leipzig maçı,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_mac,,,,,,,hayir,,,,,,,,,,,,,,hayır
bayern münih rb leipzig canlı izle,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_izle,20,LOW,0,,,,evet,,0,10,10,0,110,30,10,10,0,0,70,0,hayır
bayern münih rb leipzig hangi kanalda,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_kanal,140,LOW,0,,,,evet,,10,10,10,10,590,90,0,10,0,10,720,10,hayır
bayern münih rb leipzig saat kaçta,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_saat,,,,,,,hayir,,,,,,,,,,,,,,hayır
bayern münih rb leipzig istatistikleri,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_ist,1900,LOW,0,,,,evet,,10,20,40,90,8100,170,50,30,110,320,12100,50,hayır
borussia dortmund bayer leverkusen,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,İngilizce,Body,h2h,70,LOW,0,,,,evet,,10,10,390,10,10,10,210,40,40,10,10,10,hayır
borussia dortmund bayer leverkusen maçı,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_mac,,,,,,,hayir,,,,,,,,,,,,,,hayır
borussia dortmund bayer leverkusen canlı izle,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_izle,10,,,,,,evet,,0,0,10,0,0,0,10,10,0,0,0,0,hayır
borussia dortmund bayer leverkusen hangi kanalda,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Maç,Jenerik,İngilizce,Long-tail,h2h_kanal,,,,,,,hayir,,,,,,,,,,,,,,hayır
borussia dortmund bayer leverkusen saat kaçta,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_saat,,,,,,,hayir,,,,,,,,,,,,,,hayır
borussia dortmund bayer leverkusen istatistikleri,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Maç,Jenerik,İngilizce,Long-tail,h2h_ist,,,,,,,hayir,,,,,,,,,,,,,,hayır
borussia dortmund rb leipzig,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,İngilizce,Body,h2h,5400,LOW,1,,,,evet,,30,110,70,90,720,210,260,480,60500,1000,90,50,hayır
borussia dortmund rb leipzig maçı,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_mac,,,,,,,hayir,,,,,,,,,,,,,,hayır
borussia dortmund rb leipzig canlı izle,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_izle,10,,,,,,evet,,0,0,0,0,10,0,0,0,20,0,0,0,hayır
borussia dortmund rb leipzig hangi kanalda,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Maç,Jenerik,İngilizce,Long-tail,h2h_kanal,20,,,,,,evet,,0,0,0,0,20,0,0,0,210,0,0,0,hayır
borussia dortmund rb leipzig saat kaçta,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_saat,,,,,,,hayir,,,,,,,,,,,,,,hayır
borussia dortmund rb leipzig istatistikleri,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Maç,Jenerik,İngilizce,Long-tail,h2h_ist,590,,,,,,evet,,0,10,10,10,110,20,20,40,6600,480,10,10,hayır
bayer leverkusen rb leipzig,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,İngilizce,Body,h2h,20,,,,,,evet,,0,210,10,10,0,10,10,10,10,10,10,0,hayır
bayer leverkusen rb leipzig maçı,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_mac,,,,,,,hayir,,,,,,,,,,,,,,hayır
bayer leverkusen rb leipzig canlı izle,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_izle,10,,,,,,evet,,0,10,0,0,0,0,0,0,0,0,0,0,hayır
bayer leverkusen rb leipzig hangi kanalda,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Maç,Jenerik,İngilizce,Long-tail,h2h_kanal,,,,,,,hayir,,,,,,,,,,,,,,hayır
bayer leverkusen rb leipzig saat kaçta,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_saat,,,,,,,hayir,,,,,,,,,,,,,,hayır
bayer leverkusen rb leipzig istatistikleri,Bundesliga,Futbol,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Maç,Jenerik,İngilizce,Long-tail,h2h_ist,,,,,,,hayir,,,,,,,,,,,,,,hayır
fenerbahçe beko anadolu efes,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h,9900,LOW,7,,,,evet,,60500,1000,3600,140,480,18100,22200,590,4400,140,50,90,hayır
fenerbahçe beko anadolu efes maçı,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_mac,1900,LOW,4,,,,evet,,12100,590,140,140,480,4400,6600,320,210,20,20,30,hayır
fenerbahçe beko anadolu efes canlı izle,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_izle,260,,,,,,evet,,1000,10,140,10,10,880,480,10,210,10,10,10,hayır
fenerbahçe beko anadolu efes hangi kanalda,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_kanal,320,LOW,0,,,,evet,,1900,50,140,10,10,590,880,20,260,10,0,10,hayır
fenerbahçe beko anadolu efes saat kaçta,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_saat,10,,,,,,evet,,10,10,10,0,0,10,10,0,10,0,0,0,hayır
fenerbahçe beko anadolu efes istatistikleri,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,İstatistik,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_ist,3600,LOW,0,,,,evet,,22200,110,20,10,110,8100,12100,10,10,10,0,10,hayır
fenerbahçe beko beşiktaş basketbol,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Body,h2h,260,LOW,4,,,,evet,,720,210,140,20,390,880,20,10,20,880,20,30,hayır
fenerbahçe beko beşiktaş basketbol maçı,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Rakip Eşleşmesi,Bilgi,Maç,Jenerik,Türkçe,Long-tail,h2h_mac,1600,LOW,7,,,,evet,,8100,2400,30,170,5400,170,30,30,50,2900,20,140,hayır
fenerbahçe beko beşiktaş basketbol canlı izle,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_izle,,,,,,,hayir,,,,,,,,,,,,,,hayır
fenerbahçe beko beşiktaş basketbol hangi kanalda,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Maç,Jenerik,Türkçe,Long-tail,h2h_kanal,10,,,,,,evet,,90,10,0,0,20,10,0,10,10,20,0,0,hayır
