keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,intent_kaynak,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,kulup,oyuncu_ana_ad,milli_kaynak,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,2025-06,2025-05,2025-04,2025-03,2025-02,2025-01,2024-12,2024-11,2024-10,2024-09,2024-08,2024-07,2024-06,2024-05,2024-04,2024-03,2024-02,2024-01
yasin yeşil kimdir,Güreş,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,yasin yeşil,,30,LOW,0,,,,evet,10,10,10,10,10,10,10,10,10,20,260,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yasin yeşil hangi takımda,Güreş,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,yasin yeşil,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yasin yeşil istatistik,Güreş,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,yasin yeşil,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resul güne,Güreş,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,resul güne,,30,LOW,0,,,,evet,20,10,30,10,20,10,10,20,30,40,90,40,40,50,30,30,110,70,110,0,0,0,0,0,0,0,0,0,0,0,0
resul güne kimdir,Güreş,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,resul güne,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resul güne hangi takımda,Güreş,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,resul güne,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resul güne istatistik,Güreş,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,resul güne,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buse naz çakıroğlu,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Jenerik,,buse naz çakıroğlu,,5400,LOW,0,,,,evet,3600,1600,2900,1900,1900,2400,1900,1900,2400,5400,40500,1300,2900,1600,4400,8100,18100,1900,1900,2400,2900,3600,5400,368000,12100,3600,8100,14800,2900,5400,2400
buse naz çakıroğlu kimdir,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,buse naz çakıroğlu,,70,LOW,0,,,,evet,90,50,110,40,70,70,50,30,30,70,260,10,20,20,90,260,170,40,40,70,30,50,30,1000,170,110,260,720,90,110,90
buse naz çakıroğlu hangi takımda,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,buse naz çakıroğlu,,10,LOW,0,,,,evet,20,10,10,10,10,10,10,10,10,10,90,0,10,10,10,10,110,10,10,10,0,10,10,720,0,0,0,0,0,0,0
buse naz çakıroğlu istatistik,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,buse naz çakıroğlu,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
büşra işıldar,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,büşra işıldar,,320,LOW,0,,,,evet,70,50,70,70,70,110,140,70,90,140,2400,50,50,70,140,170,1300,40,90,50,70,170,40,720,170,10,30,90,20,10,10
büşra işıldar kimdir,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,büşra işıldar,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
büşra işıldar hangi takımda,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,büşra işıldar,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
büşra işıldar istatistik,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,büşra işıldar,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
şeyma düztaş,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,şeyma düztaş,,140,LOW,0,,,,evet,10,10,10,20,20,20,30,10,20,50,1600,10,10,10,10,10,20,20,70,20,10,30,10,20,10,10,10,10,10,20,90
şeyma düztaş kimdir,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,şeyma düztaş,,20,LOW,0,,,,evet,10,10,10,0,20,10,10,0,10,10,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
şeyma düztaş hangi takımda,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,şeyma düztaş,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
şeyma düztaş istatistik,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,şeyma düztaş,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elif güneri,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,elif güneri,,260,LOW,0,,,,evet,140,110,140,140,170,260,210,260,170,320,880,170,140,170,260,210,1900,170,390,170,140,210,140,480,170,140,260,210,210,260,210
elif güneri kimdir,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,elif güneri,,10,LOW,0,,,,evet,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,210,10,20,20,10,10,10,10,10,10,10,10,10,10,10
elif güneri hangi takımda,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,elif güneri,,10,,,,,,evet,0,0,0,0,0,0,0,0,0,0,20,0,10,10,10,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elif güneri istatistik,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,elif güneri,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ece asude ediz,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Jenerik,,ece asude ediz,,20,LOW,0,,,,evet,10,10,20,10,70,70,20,10,50,10,10,20,10,10,10,10,10,10,70,10,10,20,10,30,10,10,20,10,10,10,30
ece asude ediz kimdir,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,ece asude ediz,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ece asude ediz hangi takımda,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,ece asude ediz,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ece asude ediz istatistik,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,ece asude ediz,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dilara sak,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,dilara sak,,50,LOW,13,,,,evet,30,40,30,40,50,90,70,70,70,50,40,40,210,40,70,110,50,40,30,70,210,50,40,50,90,30,40,40,40,70,50
dilara sak kimdir,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,dilara sak,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dilara sak hangi takımda,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,dilara sak,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dilara sak istatistik,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,dilara sak,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sude nur aslan,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Jenerik,,sude nur aslan,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sude nur aslan kimdir,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,sude nur aslan,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sude nur aslan hangi takımda,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,sude nur aslan,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sude nur aslan istatistik,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,sude nur aslan,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oleksandr usyk,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,oleksandr usyk,,9900,LOW,0,,,,evet,5400,8100,18100,8100,6600,6600,12100,22200,5400,5400,5400,8100,22200,3600,4400,4400,5400,8100,8100,40500,14800,6600,8100,4400,4400,6600,40500,3600,8100,4400,4400
oleksandr usyk kimdir,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,oleksandr usyk,,20,LOW,0,,,,evet,10,30,40,20,20,30,30,40,10,10,20,10,40,10,10,10,10,10,20,50,30,20,20,20,10,20,140,10,10,10,10
oleksandr usyk hangi takımda,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,oleksandr usyk,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oleksandr usyk istatistik,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,oleksandr usyk,,10,LOW,0,,,,evet,10,10,20,20,10,10,10,20,10,10,10,10,20,10,10,10,10,10,10,30,50,20,30,0,0,0,0,0,0,0,0
daniel dubois,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,daniel dubois,,2900,LOW,0,,,,evet,1600,1600,8100,1900,1300,1600,2400,8100,1600,1000,1000,1900,9900,1900,1900,2400,2900,4400,2900,8100,12100,5400,27100,3600,3600,3600,1000,320,1000,480,590
daniel dubois kimdir,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,daniel dubois,,10,LOW,0,,,,evet,10,10,10,10,10,10,10,20,10,10,10,0,10,10,10,10,20,10,10,50,140,50,390,0,0,0,0,0,0,0,0
daniel dubois hangi takımda,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,daniel dubois,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daniel dubois istatistik,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,daniel dubois,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canelo alvarez,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,canelo alvarez,,2400,LOW,0,,,,evet,1300,1900,2900,1000,1000,1300,1600,4400,880,880,8100,1900,2400,1900,2400,1000,1300,1600,1300,1300,3600,1300,2900,2400,1900,2400,5400,3600,3600,2900,2900
canelo alvarez kimdir,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,canelo alvarez,,10,LOW,0,,,,evet,10,10,10,10,10,10,10,10,10,10,20,10,0,10,10,10,0,10,10,10,20,10,10,10,10,10,10,10,10,10,10
canelo alvarez hangi takımda,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,canelo alvarez,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canelo alvarez istatistik,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,canelo alvarez,,10,LOW,0,,,,evet,10,10,10,10,10,10,10,10,10,0,20,10,10,10,10,10,20,30,30,20,70,50,40,30,30,70,110,70,90,30,30
christian mbilli,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,christian mbilli,,90,LOW,0,,,,evet,110,110,260,70,40,40,40,70,30,30,210,70,90,110,50,110,10,20,30,40,20,20,20,110,20,20,70,20,20,20,70
christian mbilli kimdir,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,christian mbilli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
christian mbilli hangi takımda,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,christian mbilli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
christian mbilli istatistik,Boks,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,christian mbilli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vedat albayrak,Judo,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,vedat albayrak,,110,LOW,0,,,,evet,90,70,70,110,210,70,90,110,390,70,70,70,70,90,90,90,210,90,170,110,90,70,90,590,9900,90,140,210,90,140,170
vedat albayrak kimdir,Judo,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,vedat albayrak,,20,LOW,0,,,,evet,20,20,40,20,30,20,20,30,50,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,170,20,20,40,20,40,40
vedat albayrak hangi takımda,Judo,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,vedat albayrak,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vedat albayrak istatistik,Judo,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,vedat albayrak,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tuğçe beder,Judo,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,tuğçe beder,,170,LOW,0,,,,evet,70,140,40,90,1600,50,20,20,140,40,40,30,40,40,40,50,50,50,70,30,50,30,30,480,3600,50,210,40,70,30,30
tuğçe beder kimdir,Judo,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,tuğçe beder,,10,LOW,0,,,,evet,10,10,10,10,20,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,40,390,0,0,0,0,0,0
tuğçe beder hangi takımda,Judo,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,tuğçe beder,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tuğçe beder istatistik,Judo,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,tuğçe beder,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kayra sayit,Judo,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,kayra sayit,,20,LOW,0,,,,evet,10,20,10,20,10,20,10,30,20,10,10,10,10,10,20,20,20,20,20,30,10,20,20,18100,880,40,70,320,50,70,40
kayra sayit kimdir,Judo,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,kayra sayit,,10,LOW,0,,,,evet,10,0,10,10,0,10,10,10,0,0,0,0,0,0,10,0,0,0,10,10,0,10,0,70,10,10,10,40,10,10,10
kayra sayit hangi takımda,Judo,Dövüş Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,kayra sayit,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
