keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,prestij_katmani,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,intent_kaynak,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,katman,competition,competition_index,cpc,low_bid,high_bid,kurum_sorgusu,oyuncu_dogrulama,faset_notu,mantik_denetim,guncellik,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,2025-06,2025-05,2025-04,2025-03,2025-02,2025-01,2024-12,2024-11,2024-10,2024-09,2024-08,2024-07,2024-06,2024-05,2024-04,2024-03,2024-02,2024-01
panathinaikos fikstür,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Fikstür,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,40,LOW,0,,,,evet,10,10,30,30,50,70,30,40,30,40,20,70,10,10,20,10,20,40,20,30,40,40,30,50,10,20,390,2400,1000,1900,2900
panathinaikos puan durumu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Skor & Sonuç,Bilgi,Takım,Jenerik,İngilizce,Body,Puan Durumu,Ana Liste,LOW,1,,,,hayır,,lig → kıta turnuvası,Geçerli,,1600,LOW,1,,,,evet,170,90,2400,1600,4400,2900,880,720,1300,2900,390,1900,480,880,1300,2900,5400,6600,6600,8100,5400,6600,6600,5400,1600,2400,33100,135000,40500,60500,60500
panathinaikos kadrosu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Kadro,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,260,LOW,0,,,,evet,110,70,140,70,110,260,110,110,90,260,480,1300,210,170,590,210,110,210,140,210,210,390,480,260,320,260,880,720,590,880,2900
panathinaikos canlı izle,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,Canlı İzle,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,50,LOW,0,,,,evet,10,40,40,20,40,70,50,50,30,140,40,170,10,20,20,10,10,30,50,30,20,30,10,30,20,70,210,880,260,1000,2400
panathinaikos transfer,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Transfer,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,70,LOW,0,,,,evet,140,50,10,10,20,140,70,10,20,10,70,210,140,70,30,10,20,40,50,90,10,40,170,110,260,110,110,170,110,320,1900
olympiakos,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,40500,LOW,0,,,,evet,14800,14800,74000,18100,22200,60500,49500,60500,40500,27100,49500,33100,12100,22200,60500,33100,74000,201000,74000,49500,33100,49500,40500,33100,22200,40500,823000,823000,450000,90500,110000
olympiakos maçları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Takım Maç Sorgusu,Ana Liste,LOW,0,0.08,,,hayır,,lig → kıta turnuvası,Geçerli,,4400,LOW,0,0.08,,,evet,590,590,8100,1300,1600,5400,22200,8100,4400,3600,2400,1900,390,590,2900,1900,5400,33100,8100,3600,4400,5400,3600,2400,720,880,6600,12100,8100,1000,1000
olympiakos fikstür,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Fikstür,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,50,LOW,0,,,,evet,10,10,50,20,30,50,170,90,50,30,50,50,10,10,30,10,40,170,50,30,20,40,70,20,0,0,0,0,0,0,0
olympiakos puan durumu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Skor & Sonuç,Bilgi,Takım,Jenerik,İngilizce,Body,Puan Durumu,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,9900,LOW,0,,,,evet,1300,1300,33100,4400,4400,9900,27100,9900,8100,6600,4400,4400,1000,1600,8100,6600,8100,60500,33100,8100,9900,8100,8100,2900,720,1000,8100,22200,27100,2900,2400
olympiakos kadrosu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Kadro,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,260,LOW,0,,,,evet,140,110,590,90,170,210,320,170,260,260,210,320,140,170,260,170,260,1300,390,210,210,320,480,320,390,480,1600,8100,8100,320,390
olympiakos canlı izle,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,Canlı İzle,Ana Liste,LOW,12,,,,hayır,,lig → kıta turnuvası,Geçerli,,20,LOW,12,,,,evet,10,10,20,20,20,70,10,30,10,10,20,10,10,10,10,10,20,30,20,170,50,30,40,30,20,10,260,260,170,170,210
olympiakos transfer,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Transfer,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,20,LOW,0,,,,evet,70,30,10,10,20,20,40,10,10,10,20,20,10,10,10,10,10,50,10,10,10,10,50,30,40,30,70,260,210,30,70
maccabi tel aviv,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Body,Takım Jenerik,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,22200,LOW,0,,,,evet,8100,2900,8100,8100,14800,14800,74000,22200,33100,33100,18100,12100,8100,5400,6600,6600,12100,18100,165000,110000,673000,90500,74000,40500,9900,2900,14800,14800,49500,12100,18100
maccabi tel aviv maçları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,Takım Maç Sorgusu,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,390,LOW,0,,,,evet,390,70,320,260,480,480,2400,30,30,50,10,40,70,20,10,30,40,70,170,320,12100,6600,5400,1900,140,10,50,70,90,30,170
maccabi tel aviv fikstür,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,Fikstür,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,10,LOW,0,,,,evet,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,110,20,0,0,0,0,0,0,0,0,0
maccabi tel aviv puan durumu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Skor & Sonuç,Bilgi,Takım,Jenerik,İngilizce,Long-tail,Puan Durumu,Ana Liste,,,,,,hayır,,lig → kıta turnuvası,Geçerli,,10,,,,,,evet,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,20,20,210,20,50,110,10,10,10,10,20,10,10
maccabi tel aviv kadrosu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Body,Kadro,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,10,LOW,0,,,,evet,10,10,10,10,20,10,10,20,30,20,30,10,10,10,10,10,10,20,30,40,1600,110,170,110,20,20,30,20,90,20,20
maccabi tel aviv canlı izle,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,Canlı İzle,Ana Liste,LOW,10,,,,hayır,,lig → kıta turnuvası,Geçerli,,50,LOW,10,,,,evet,10,20,10,50,390,50,40,20,20,30,20,10,10,10,10,10,10,30,20,70,210,110,40,20,10,10,30,30,70,20,50
maccabi tel aviv transfer,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Body,Transfer,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,10,LOW,0,,,,evet,10,10,10,0,0,0,0,0,0,10,10,10,10,10,0,0,10,10,10,10,30,10,20,10,10,10,0,10,10,10,10
zalgiris,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Ana Liste,LOW,1,,0.09,0.23,hayır,,lig → kıta turnuvası,Geçerli,,9900,LOW,1,,0.09,0.23,evet,3600,2400,40500,22200,12100,8100,4400,6600,6600,22200,1600,2400,3600,3600,2400,1900,3600,4400,8100,4400,14800,9900,1900,4400,4400,2900,2400,2400,2900,2400,6600
zalgiris maçları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Takım Maç Sorgusu,Ana Liste,LOW,10,,,,hayır,,lig → kıta turnuvası,Geçerli,,10,LOW,10,,,,evet,10,0,10,10,10,10,10,0,50,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,10,10
zalgiris fikstür,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Fikstür,Ana Liste,,,,,,hayır,,lig → kıta turnuvası,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zalgiris puan durumu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Skor & Sonuç,Bilgi,Takım,Jenerik,İngilizce,Body,Puan Durumu,Ana Liste,LOW,2,,,,hayır,,lig → kıta turnuvası,Geçerli,,10,LOW,2,,,,evet,20,10,20,20,10,10,10,10,10,10,10,20,30,10,20,10,0,10,10,10,10,10,10,10,0,0,0,0,0,0,0
zalgiris kadrosu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Kadro,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,10,LOW,0,,,,evet,10,10,10,10,10,10,10,10,10,20,10,10,0,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10
zalgiris canlı izle,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,Canlı İzle,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,10,LOW,0,,,,evet,10,10,10,10,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,10,10,10,10,10,20,10,10,10,10,10
zalgiris transfer,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Transfer,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,10,LOW,0,,,,evet,20,10,10,10,0,10,0,10,0,10,10,0,0,10,10,0,0,10,10,0,40,10,0,0,0,0,0,0,0,0,0
partizan,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Ana Liste,LOW,0,0.05,0.03,0.12,hayır,,lig → kıta turnuvası,Geçerli,,9900,LOW,0,0.05,0.03,0.12,evet,6600,2900,5400,6600,5400,14800,5400,8100,22200,9900,5400,18100,14800,5400,6600,8100,9900,6600,5400,14800,9900,8100,8100,49500,14800,12100,14800,9900,12100,9900,27100
partizan maçları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Takım Maç Sorgusu,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,90,LOW,0,,,,evet,140,30,110,170,90,210,20,140,70,50,10,20,10,10,10,10,20,30,20,30,40,90,260,2900,480,140,140,140,260,260,590
partizan fikstür,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Head,Fikstür,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,10,LOW,0,,,,evet,10,10,10,10,10,20,20,10,10,10,10,20,20,10,10,10,10,10,20,20,20,10,20,40,0,0,0,0,0,0,0
partizan puan durumu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Skor & Sonuç,Bilgi,Takım,Jenerik,İngilizce,Body,Puan Durumu,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,70,LOW,0,,,,evet,50,40,90,90,90,70,70,50,90,70,40,140,110,50,70,50,40,70,50,70,40,30,30,140,40,50,40,30,40,20,20
partizan kadrosu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Kadro,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,30,LOW,0,,,,evet,20,10,20,20,20,40,30,30,50,40,30,40,30,40,30,20,20,30,40,50,70,40,30,260,90,90,70,30,30,50,320
partizan canlı izle,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,Canlı İzle,Ana Liste,LOW,24,0.18,,,hayır,,lig → kıta turnuvası,Geçerli,,10,LOW,24,0.18,,,evet,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,20,10,10,10,30,20,10,20,10,30,10,10
partizan transfer,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Head,Transfer,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,10,LOW,0,,,,evet,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,0,10,10,20,10,10,10,0,0,10,30
crvena zvezda,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Ana Liste,LOW,2,0.22,0.03,1,hayır,,lig → kıta turnuvası,Geçerli,,1600,LOW,2,0.22,0.03,1,evet,1000,1000,1000,880,1300,1600,1300,1600,1600,1900,1600,4400,1600,720,1300,1000,880,1300,5400,1600,2900,2900,2900,2900,1000,1000,1300,1000,1000,880,1600
crvena zvezda maçları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,Takım Maç Sorgusu,Ana Liste,,,,,,hayır,,lig → kıta turnuvası,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crvena zvezda fikstür,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,Fikstür,Ana Liste,,,,,,hayır,,lig → kıta turnuvası,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crvena zvezda puan durumu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Skor & Sonuç,Bilgi,Takım,Jenerik,İngilizce,Body,Puan Durumu,Ana Liste,,,,,,hayır,,lig → kıta turnuvası,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crvena zvezda kadrosu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Body,Kadro,Ana Liste,,,,,,hayır,,lig → kıta turnuvası,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crvena zvezda canlı izle,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,Canlı İzle,Ana Liste,,,,,,hayır,,lig → kıta turnuvası,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crvena zvezda transfer,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Body,Transfer,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,10,LOW,0,,,,evet,10,0,0,0,10,0,0,0,0,10,0,10,10,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,10
virtus bologna,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,2400,LOW,0,,,,evet,210,1600,2400,2400,1900,2900,5400,4400,4400,5400,1000,480,720,6600,3600,3600,3600,3600,4400,3600,5400,4400,1000,320,320,4400,6600,5400,4400,3600,12100
virtus bologna maçları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,Takım Maç Sorgusu,Ana Liste,,,,,,hayır,,lig → kıta turnuvası,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
virtus bologna fikstür,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,Fikstür,Ana Liste,,,,,,hayır,,lig → kıta turnuvası,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
virtus bologna puan durumu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Puan Durumu,Skor & Sonuç,Bilgi,Takım,Jenerik,İngilizce,Body,Puan Durumu,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,10,LOW,0,,,,evet,10,10,10,0,10,10,10,0,10,10,0,0,10,10,10,10,0,10,10,10,10,10,0,0,0,10,10,10,10,10,10
virtus bologna kadrosu,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Kadro,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Body,Kadro,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,10,LOW,0,,,,evet,10,0,10,10,10,10,20,10,10,10,10,0,0,10,10,0,10,10,10,10,30,10,10,0,10,10,10,10,10,10,20
virtus bologna canlı izle,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,Canlı İzle,Ana Liste,,,,,,hayır,,lig → kıta turnuvası,Geçerli,,10,,,,,,evet,0,10,0,10,0,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,0,0,10,10,30,10,10,10
virtus bologna transfer,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Transfer,Bilgi,Bilgi,Takım,Jenerik,İngilizce,Body,Transfer,Ana Liste,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,10,LOW,0,,,,evet,10,10,0,0,0,0,10,0,10,0,10,0,10,10,10,0,0,10,10,10,0,10,10,10,10,10,0,10,10,0,0
olimpia milano,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Ana Liste,LOW,2,0.47,0.09,0.42,hayır,,lig → kıta turnuvası,Geçerli,,3600,LOW,2,0.47,0.09,0.42,evet,480,4400,2900,1900,4400,3600,3600,4400,8100,4400,1900,480,1000,4400,5400,1900,3600,1900,3600,5400,8100,4400,1300,480,320,4400,3600,1900,4400,2400,3600
olimpia milano maçları,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,Takım Maç Sorgusu,Ana Liste,,,,,,hayır,,lig → kıta turnuvası,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olimpia milano fikstür,EuroLeague,Basketbol,Kıta Turnuvası,Kıta Üstü,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Fikstür,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,Fikstür,Ana Liste,,,,,,hayır,,lig → kıta turnuvası,Geçerli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
